disease	event	number	loc	state	Year	Month	Day
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1929	11	10
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1929	11	10
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1929	11	10
WHOOPING COUGH [PERTUSSIS]	CASES	21	WORCESTER	MA	1929	11	10
PELLAGRA	CASES	0	WORCESTER	MA	1929	11	10
PELLAGRA	DEATHS	0	WORCESTER	MA	1929	11	10
CHICKENPOX [VARICELLA]	CASES	39	WORCESTER	MA	1929	11	17
DIPHTHERIA	CASES	3	WORCESTER	MA	1929	11	17
INFLUENZA	DEATHS	0	WORCESTER	MA	1929	11	17
MEASLES	CASES	2	WORCESTER	MA	1929	11	17
MUMPS	CASES	0	WORCESTER	MA	1929	11	17
PNEUMONIA	DEATHS	1	WORCESTER	MA	1929	11	17
SCARLET FEVER	CASES	2	WORCESTER	MA	1929	11	17
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	0	WORCESTER	MA	1929	11	17
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1929	11	17
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1929	11	17
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1929	11	17
CHICKENPOX [VARICELLA]	CASES	22	WORCESTER	MA	1929	11	24
DIPHTHERIA	CASES	9	WORCESTER	MA	1929	11	24
INFLUENZA	DEATHS	0	WORCESTER	MA	1929	11	24
MEASLES	CASES	8	WORCESTER	MA	1929	11	24
MUMPS	CASES	0	WORCESTER	MA	1929	11	24
PNEUMONIA	DEATHS	1	WORCESTER	MA	1929	11	24
SCARLET FEVER	CASES	4	WORCESTER	MA	1929	11	24
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1929	11	24
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1929	11	24
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1929	11	24
WHOOPING COUGH [PERTUSSIS]	CASES	11	WORCESTER	MA	1929	11	24
CHICKENPOX [VARICELLA]	CASES	40	WORCESTER	MA	1929	12	1
DIPHTHERIA	CASES	2	WORCESTER	MA	1929	12	1
INFLUENZA	DEATHS	0	WORCESTER	MA	1929	12	1
MEASLES	CASES	5	WORCESTER	MA	1929	12	1
MUMPS	CASES	4	WORCESTER	MA	1929	12	1
PNEUMONIA	DEATHS	0	WORCESTER	MA	1929	12	1
SCARLET FEVER	CASES	9	WORCESTER	MA	1929	12	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1929	12	1
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1929	12	1
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1929	12	1
WHOOPING COUGH [PERTUSSIS]	CASES	1	WORCESTER	MA	1929	12	1
PELLAGRA	CASES	0	WORCESTER	MA	1929	12	1
PELLAGRA	DEATHS	0	WORCESTER	MA	1929	12	1
CHICKENPOX [VARICELLA]	CASES	45	WORCESTER	MA	1929	12	8
DIPHTHERIA	CASES	1	WORCESTER	MA	1929	12	8
INFLUENZA	CASES	1	WORCESTER	MA	1929	12	8
INFLUENZA	DEATHS	0	WORCESTER	MA	1929	12	8
MEASLES	CASES	13	WORCESTER	MA	1929	12	8
MUMPS	CASES	0	WORCESTER	MA	1929	12	8
PNEUMONIA	DEATHS	2	WORCESTER	MA	1929	12	8
SCARLET FEVER	CASES	12	WORCESTER	MA	1929	12	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1929	12	8
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1929	12	8
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1929	12	8
WHOOPING COUGH [PERTUSSIS]	CASES	17	WORCESTER	MA	1929	12	8
PELLAGRA	CASES	0	WORCESTER	MA	1929	12	8
PELLAGRA	DEATHS	0	WORCESTER	MA	1929	12	8
CHICKENPOX [VARICELLA]	CASES	14	WORCESTER	MA	1929	12	15
DIPHTHERIA	CASES	5	WORCESTER	MA	1929	12	15
INFLUENZA	CASES	1	WORCESTER	MA	1929	12	15
INFLUENZA	DEATHS	0	WORCESTER	MA	1929	12	15
MEASLES	CASES	23	WORCESTER	MA	1929	12	15
MUMPS	CASES	2	WORCESTER	MA	1929	12	15
PNEUMONIA	DEATHS	3	WORCESTER	MA	1929	12	15
SCARLET FEVER	CASES	6	WORCESTER	MA	1929	12	15
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1929	12	15
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1929	12	15
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1929	12	15
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1929	12	15
CHICKENPOX [VARICELLA]	CASES	24	WORCESTER	MA	1929	12	22
DIPHTHERIA	CASES	2	WORCESTER	MA	1929	12	22
INFLUENZA	CASES	1	WORCESTER	MA	1929	12	22
INFLUENZA	DEATHS	1	WORCESTER	MA	1929	12	22
MEASLES	CASES	12	WORCESTER	MA	1929	12	22
MUMPS	CASES	1	WORCESTER	MA	1929	12	22
PNEUMONIA	DEATHS	0	WORCESTER	MA	1929	12	22
SCARLET FEVER	CASES	13	WORCESTER	MA	1929	12	22
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1929	12	22
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1929	12	22
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1929	12	22
WHOOPING COUGH [PERTUSSIS]	CASES	2	WORCESTER	MA	1929	12	22
CHICKENPOX [VARICELLA]	CASES	15	WORCESTER	MA	1929	12	29
DIPHTHERIA	CASES	2	WORCESTER	MA	1929	12	29
INFLUENZA	DEATHS	0	WORCESTER	MA	1929	12	29
MEASLES	CASES	19	WORCESTER	MA	1929	12	29
MUMPS	CASES	0	WORCESTER	MA	1929	12	29
PNEUMONIA	DEATHS	3	WORCESTER	MA	1929	12	29
SCARLET FEVER	CASES	10	WORCESTER	MA	1929	12	29
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1929	12	29
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1929	12	29
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1929	12	29
WHOOPING COUGH [PERTUSSIS]	CASES	9	WORCESTER	MA	1929	12	29
PELLAGRA	CASES	0	WORCESTER	MA	1929	12	29
PELLAGRA	DEATHS	0	WORCESTER	MA	1929	12	29
CHICKENPOX [VARICELLA]	CASES	40	WORCESTER	MA	1930	1	5
DIPHTHERIA	CASES	2	WORCESTER	MA	1930	1	5
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	1	5
MEASLES	CASES	19	WORCESTER	MA	1930	1	5
MUMPS	CASES	0	WORCESTER	MA	1930	1	5
PNEUMONIA	DEATHS	3	WORCESTER	MA	1930	1	5
SCARLET FEVER	CASES	22	WORCESTER	MA	1930	1	5
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	1	5
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	1	5
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	1	5
WHOOPING COUGH [PERTUSSIS]	CASES	28	WORCESTER	MA	1930	1	5
CHICKENPOX [VARICELLA]	CASES	30	WORCESTER	MA	1930	1	12
DIPHTHERIA	CASES	2	WORCESTER	MA	1930	1	12
INFLUENZA	DEATHS	1	WORCESTER	MA	1930	1	12
MEASLES	CASES	45	WORCESTER	MA	1930	1	12
MUMPS	CASES	1	WORCESTER	MA	1930	1	12
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	1	12
SCARLET FEVER	CASES	22	WORCESTER	MA	1930	1	12
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	1	12
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	1	12
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	1	12
WHOOPING COUGH [PERTUSSIS]	CASES	7	WORCESTER	MA	1930	1	12
PELLAGRA	CASES	0	WORCESTER	MA	1930	1	12
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	1	12
CHICKENPOX [VARICELLA]	CASES	18	WORCESTER	MA	1930	1	19
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	1	19
INFLUENZA	CASES	1	WORCESTER	MA	1930	1	19
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	1	19
MEASLES	CASES	45	WORCESTER	MA	1930	1	19
MUMPS	CASES	0	WORCESTER	MA	1930	1	19
PNEUMONIA	DEATHS	3	WORCESTER	MA	1930	1	19
SCARLET FEVER	CASES	16	WORCESTER	MA	1930	1	19
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	6	WORCESTER	MA	1930	1	19
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	1	19
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	1	19
WHOOPING COUGH [PERTUSSIS]	CASES	29	WORCESTER	MA	1930	1	19
CHICKENPOX [VARICELLA]	CASES	15	WORCESTER	MA	1930	1	26
DIPHTHERIA	CASES	4	WORCESTER	MA	1930	1	26
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	1	26
MEASLES	CASES	60	WORCESTER	MA	1930	1	26
MUMPS	CASES	0	WORCESTER	MA	1930	1	26
PNEUMONIA	DEATHS	4	WORCESTER	MA	1930	1	26
SCARLET FEVER	CASES	11	WORCESTER	MA	1930	1	26
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	1	26
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	1	26
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	1	26
WHOOPING COUGH [PERTUSSIS]	CASES	12	WORCESTER	MA	1930	1	26
CHICKENPOX [VARICELLA]	CASES	13	WORCESTER	MA	1930	2	2
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	2	2
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	2	2
MEASLES	CASES	48	WORCESTER	MA	1930	2	2
MUMPS	CASES	0	WORCESTER	MA	1930	2	2
PNEUMONIA	DEATHS	2	WORCESTER	MA	1930	2	2
SCARLET FEVER	CASES	9	WORCESTER	MA	1930	2	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	2	2
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	2	2
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	2	2
WHOOPING COUGH [PERTUSSIS]	CASES	5	WORCESTER	MA	1930	2	2
CHICKENPOX [VARICELLA]	CASES	7	WORCESTER	MA	1930	2	9
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	2	9
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	2	9
MEASLES	CASES	82	WORCESTER	MA	1930	2	9
MUMPS	CASES	0	WORCESTER	MA	1930	2	9
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	2	9
SCARLET FEVER	CASES	10	WORCESTER	MA	1930	2	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	2	9
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1930	2	9
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	2	9
WHOOPING COUGH [PERTUSSIS]	CASES	9	WORCESTER	MA	1930	2	9
CHICKENPOX [VARICELLA]	CASES	8	WORCESTER	MA	1930	2	16
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	2	16
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	2	16
MEASLES	CASES	49	WORCESTER	MA	1930	2	16
MUMPS	CASES	0	WORCESTER	MA	1930	2	16
PNEUMONIA	DEATHS	6	WORCESTER	MA	1930	2	16
SCARLET FEVER	CASES	9	WORCESTER	MA	1930	2	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	2	16
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	2	16
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	2	16
WHOOPING COUGH [PERTUSSIS]	CASES	6	WORCESTER	MA	1930	2	16
PELLAGRA	CASES	0	WORCESTER	MA	1930	2	16
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	2	16
CHICKENPOX [VARICELLA]	CASES	8	WORCESTER	MA	1930	2	23
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	2	23
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	2	23
MEASLES	CASES	61	WORCESTER	MA	1930	2	23
MUMPS	CASES	0	WORCESTER	MA	1930	2	23
PNEUMONIA	DEATHS	3	WORCESTER	MA	1930	2	23
SCARLET FEVER	CASES	11	WORCESTER	MA	1930	2	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	2	23
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	2	23
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	2	23
WHOOPING COUGH [PERTUSSIS]	CASES	12	WORCESTER	MA	1930	2	23
CHICKENPOX [VARICELLA]	CASES	9	WORCESTER	MA	1930	3	2
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	3	2
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	3	2
MEASLES	CASES	88	WORCESTER	MA	1930	3	2
MUMPS	CASES	0	WORCESTER	MA	1930	3	2
PNEUMONIA	DEATHS	7	WORCESTER	MA	1930	3	2
SCARLET FEVER	CASES	9	WORCESTER	MA	1930	3	2
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1930	3	2
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	3	2
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	3	2
WHOOPING COUGH [PERTUSSIS]	CASES	11	WORCESTER	MA	1930	3	2
PELLAGRA	CASES	0	WORCESTER	MA	1930	3	2
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	3	2
CHICKENPOX [VARICELLA]	CASES	5	WORCESTER	MA	1930	3	9
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	3	9
INFLUENZA	CASES	1	WORCESTER	MA	1930	3	9
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	3	9
MEASLES	CASES	56	WORCESTER	MA	1930	3	9
MUMPS	CASES	0	WORCESTER	MA	1930	3	9
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	3	9
SCARLET FEVER	CASES	14	WORCESTER	MA	1930	3	9
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	3	9
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1930	3	9
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	3	9
WHOOPING COUGH [PERTUSSIS]	CASES	16	WORCESTER	MA	1930	3	9
CHICKENPOX [VARICELLA]	CASES	9	WORCESTER	MA	1930	3	16
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	3	16
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	3	16
MEASLES	CASES	87	WORCESTER	MA	1930	3	16
MUMPS	CASES	0	WORCESTER	MA	1930	3	16
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	3	16
SCARLET FEVER	CASES	13	WORCESTER	MA	1930	3	16
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	3	16
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	3	16
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	3	16
WHOOPING COUGH [PERTUSSIS]	CASES	22	WORCESTER	MA	1930	3	16
PELLAGRA	CASES	0	WORCESTER	MA	1930	3	16
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	3	16
CHICKENPOX [VARICELLA]	CASES	16	WORCESTER	MA	1930	3	23
DIPHTHERIA	CASES	3	WORCESTER	MA	1930	3	23
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	3	23
MEASLES	CASES	67	WORCESTER	MA	1930	3	23
MUMPS	CASES	2	WORCESTER	MA	1930	3	23
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	3	23
SCARLET FEVER	CASES	12	WORCESTER	MA	1930	3	23
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	3	23
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	3	23
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	3	23
WHOOPING COUGH [PERTUSSIS]	CASES	28	WORCESTER	MA	1930	3	23
CHICKENPOX [VARICELLA]	CASES	11	WORCESTER	MA	1930	3	30
DIPHTHERIA	CASES	2	WORCESTER	MA	1930	3	30
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	3	30
MEASLES	CASES	99	WORCESTER	MA	1930	3	30
MUMPS	CASES	1	WORCESTER	MA	1930	3	30
PNEUMONIA	DEATHS	3	WORCESTER	MA	1930	3	30
SCARLET FEVER	CASES	18	WORCESTER	MA	1930	3	30
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	3	30
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1930	3	30
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	3	30
WHOOPING COUGH [PERTUSSIS]	CASES	26	WORCESTER	MA	1930	3	30
PELLAGRA	CASES	0	WORCESTER	MA	1930	3	30
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	3	30
CHICKENPOX [VARICELLA]	CASES	27	WORCESTER	MA	1930	4	6
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	4	6
INFLUENZA	DEATHS	1	WORCESTER	MA	1930	4	6
MEASLES	CASES	133	WORCESTER	MA	1930	4	6
MUMPS	CASES	3	WORCESTER	MA	1930	4	6
PNEUMONIA	DEATHS	4	WORCESTER	MA	1930	4	6
SCARLET FEVER	CASES	5	WORCESTER	MA	1930	4	6
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	4	6
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	4	6
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	4	6
WHOOPING COUGH [PERTUSSIS]	CASES	19	WORCESTER	MA	1930	4	6
CHICKENPOX [VARICELLA]	CASES	18	WORCESTER	MA	1930	4	13
DIPHTHERIA	CASES	7	WORCESTER	MA	1930	4	13
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	4	13
MEASLES	CASES	175	WORCESTER	MA	1930	4	13
MUMPS	CASES	0	WORCESTER	MA	1930	4	13
PNEUMONIA	DEATHS	3	WORCESTER	MA	1930	4	13
SCARLET FEVER	CASES	4	WORCESTER	MA	1930	4	13
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	4	WORCESTER	MA	1930	4	13
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	4	13
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	4	13
WHOOPING COUGH [PERTUSSIS]	CASES	34	WORCESTER	MA	1930	4	13
CHICKENPOX [VARICELLA]	CASES	16	WORCESTER	MA	1930	4	20
DIPHTHERIA	CASES	4	WORCESTER	MA	1930	4	20
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	4	20
MEASLES	CASES	192	WORCESTER	MA	1930	4	20
MUMPS	CASES	1	WORCESTER	MA	1930	4	20
PNEUMONIA	DEATHS	2	WORCESTER	MA	1930	4	20
SCARLET FEVER	CASES	6	WORCESTER	MA	1930	4	20
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	4	20
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1930	4	20
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	4	20
WHOOPING COUGH [PERTUSSIS]	CASES	17	WORCESTER	MA	1930	4	20
PELLAGRA	CASES	0	WORCESTER	MA	1930	4	20
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	4	20
CHICKENPOX [VARICELLA]	CASES	16	WORCESTER	MA	1930	4	27
DIPHTHERIA	CASES	2	WORCESTER	MA	1930	4	27
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	4	27
MEASLES	CASES	272	WORCESTER	MA	1930	4	27
MUMPS	CASES	0	WORCESTER	MA	1930	4	27
PNEUMONIA	DEATHS	2	WORCESTER	MA	1930	4	27
SCARLET FEVER	CASES	8	WORCESTER	MA	1930	4	27
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	4	27
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	4	27
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	4	27
WHOOPING COUGH [PERTUSSIS]	CASES	9	WORCESTER	MA	1930	4	27
PELLAGRA	CASES	0	WORCESTER	MA	1930	4	27
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	4	27
CHICKENPOX [VARICELLA]	CASES	15	WORCESTER	MA	1930	5	4
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	5	4
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	5	4
MEASLES	CASES	281	WORCESTER	MA	1930	5	4
MUMPS	CASES	0	WORCESTER	MA	1930	5	4
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	5	4
SCARLET FEVER	CASES	8	WORCESTER	MA	1930	5	4
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	5	4
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	5	4
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	5	4
WHOOPING COUGH [PERTUSSIS]	CASES	9	WORCESTER	MA	1930	5	4
CHICKENPOX [VARICELLA]	CASES	25	WORCESTER	MA	1930	5	11
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	5	11
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	5	11
MEASLES	CASES	240	WORCESTER	MA	1930	5	11
MUMPS	CASES	0	WORCESTER	MA	1930	5	11
PNEUMONIA	DEATHS	1	WORCESTER	MA	1930	5	11
SCARLET FEVER	CASES	8	WORCESTER	MA	1930	5	11
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	1	WORCESTER	MA	1930	5	11
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	5	11
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	5	11
WHOOPING COUGH [PERTUSSIS]	CASES	24	WORCESTER	MA	1930	5	11
CHICKENPOX [VARICELLA]	CASES	8	WORCESTER	MA	1930	5	18
DIPHTHERIA	CASES	7	WORCESTER	MA	1930	5	18
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	5	18
MEASLES	CASES	162	WORCESTER	MA	1930	5	18
MUMPS	CASES	2	WORCESTER	MA	1930	5	18
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	5	18
SCARLET FEVER	CASES	20	WORCESTER	MA	1930	5	18
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	3	WORCESTER	MA	1930	5	18
TYPHOID FEVER [ENTERIC FEVER]	CASES	1	WORCESTER	MA	1930	5	18
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	5	18
WHOOPING COUGH [PERTUSSIS]	CASES	15	WORCESTER	MA	1930	5	18
CHICKENPOX [VARICELLA]	CASES	12	WORCESTER	MA	1930	5	25
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	5	25
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	5	25
MEASLES	CASES	132	WORCESTER	MA	1930	5	25
MUMPS	CASES	0	WORCESTER	MA	1930	5	25
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	5	25
SCARLET FEVER	CASES	15	WORCESTER	MA	1930	5	25
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	2	WORCESTER	MA	1930	5	25
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	5	25
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	5	25
WHOOPING COUGH [PERTUSSIS]	CASES	3	WORCESTER	MA	1930	5	25
PELLAGRA	CASES	0	WORCESTER	MA	1930	5	25
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	5	25
CHICKENPOX [VARICELLA]	CASES	17	WORCESTER	MA	1930	6	1
DIPHTHERIA	CASES	1	WORCESTER	MA	1930	6	1
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	6	1
MEASLES	CASES	176	WORCESTER	MA	1930	6	1
MUMPS	CASES	1	WORCESTER	MA	1930	6	1
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	6	1
SCARLET FEVER	CASES	12	WORCESTER	MA	1930	6	1
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	0	WORCESTER	MA	1930	6	1
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	6	1
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	6	1
WHOOPING COUGH [PERTUSSIS]	CASES	10	WORCESTER	MA	1930	6	1
CHICKENPOX [VARICELLA]	CASES	57	WORCESTER	MA	1930	6	8
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	6	8
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	6	8
MEASLES	CASES	112	WORCESTER	MA	1930	6	8
MUMPS	CASES	0	WORCESTER	MA	1930	6	8
PNEUMONIA	DEATHS	0	WORCESTER	MA	1930	6	8
SCARLET FEVER	CASES	9	WORCESTER	MA	1930	6	8
TUBERCULOSIS [PHTHISIS PULMONALIS]	DEATHS	0	WORCESTER	MA	1930	6	8
TYPHOID FEVER [ENTERIC FEVER]	CASES	0	WORCESTER	MA	1930	6	8
TYPHOID FEVER [ENTERIC FEVER]	DEATHS	0	WORCESTER	MA	1930	6	8
WHOOPING COUGH [PERTUSSIS]	CASES	4	WORCESTER	MA	1930	6	8
PELLAGRA	CASES	0	WORCESTER	MA	1930	6	8
PELLAGRA	DEATHS	0	WORCESTER	MA	1930	6	8
CHICKENPOX [VARICELLA]	CASES	33	WORCESTER	MA	1930	6	15
DIPHTHERIA	CASES	0	WORCESTER	MA	1930	6	15
INFLUENZA	DEATHS	0	WORCESTER	MA	1930	6	15
MEASLES	CASES	109	WORCESTER	MA	1930	6	15
MUMPS	CASES	0	WORCESTER	MA	1930	6	15
