sample	country	region	hdbcluster	reads	collection_year
Malawi.088_t1	Malawi	East Africa	2	Malawi.088	2011
Gambia.15_t2	Gambia	West Africa	2	Gambia.15	2008
Gambia.15_t2	Gambia	West Africa	2	Gambia.27	2008
Malawi.079_t1	Malawi	East Africa	2	Malawi.079	2011
DRC.079_t1	DRC	Central Africa	2	DRC.079	2013
DRC.082_t2	DRC	Central Africa	2	DRC.082	2013
DRC.082_t2	DRC	Central Africa	2	DRC.084	2013
Ghana.182_t2	Ghana	West Africa	2	Ghana.182	2010
Ghana.182_t2	Mali	West Africa	2	Mali.65	2007
Ghana.117_t1	Ghana	West Africa	2	Ghana.117	2010
Malawi.175_t1	Malawi	East Africa	2	Malawi.175	2011
DRC.093_t1	DRC	Central Africa	2	DRC.093	2013
Gambia.06_t4	Gambia	West Africa	2	Gambia.06	2008
Gambia.06_t4	Ghana	West Africa	2	Ghana.091	2010
Gambia.06_t4	Guinea	West Africa	2	Guinea.02	2011
Gambia.06_t4	Senegal	West Africa	2	Senegal.093	2009
Ghana.045_t1	Ghana	West Africa	2	Ghana.045	2009
Ghana.063_t1	Ghana	West Africa	3	Ghana.063	2009
Ghana.235_t1	Ghana	West Africa	4	Ghana.235	2011
Ghana.334_t2	Ghana	West Africa	3	Ghana.334	2012
Ghana.334_t2	Ghana	West Africa	3	Ghana.477	2013
Gambia.29_t1	Gambia	West Africa	3	Gambia.29	2008
Ghana.194_t1	Ghana	West Africa	3	Ghana.194	2011
Guinea.52_t1	Guinea	West Africa	3	Guinea.52	2011
Ghana.229_t3	Ghana	West Africa	3	Ghana.229	2011
Ghana.229_t3	Ghana	West Africa	3	Ghana.236	2011
Ghana.229_t3	Ghana	West Africa	3	Ghana.345	2012
Ghana.171_t1	Ghana	West Africa	3	Ghana.171	2010
Ghana.172_t1	Ghana	West Africa	3	Ghana.172	2010
Mali.69_t1	Mali	West Africa	3	Mali.69	2007
Guinea.09_t2	Guinea	West Africa	3	Guinea.09	2011
Guinea.09_t2	Guinea	West Africa	3	Guinea.86	2011
Guinea.56_t1	Guinea	West Africa	2	Guinea.56	2011
Bangladesh.19_t2	Bangladesh	South East Asia	3	Bangladesh.19	2012
Bangladesh.19_t2	Malawi	East Africa	3	Malawi.224	2011
Senegal.026_t3	Senegal	West Africa	3	Senegal.026	2011
Senegal.026_t3	Senegal	West Africa	3	Senegal.034	2010
Senegal.026_t3	Senegal	West Africa	3	Senegal.045	2011
Ghana.145_t2	Ghana	West Africa	2	Ghana.145	2010
Ghana.145_t2	Ghana	West Africa	2	Ghana.373	2012
Ghana.105_t1	Ghana	West Africa	2	Ghana.105	2010
Senegal.020_t1	Senegal	West Africa	2	Senegal.020	2010
Senegal.049_t1	Senegal	West Africa	2	Senegal.049	2010
Ghana.028_t1	Ghana	West Africa	2	Ghana.028	2009
Ghana.355_t1	Ghana	West Africa	3	Ghana.355	2012
Gambia.25_t3	Gambia	West Africa	2	Gambia.25	2008
Gambia.25_t3	Gambia	West Africa	2	Gambia.33	2008
Gambia.25_t3	Gambia	West Africa	2	Gambia.53	2008
Bangladesh.27_t2	Bangladesh	South East Asia	2	Bangladesh.27	2012
Bangladesh.27_t2	Ghana	West Africa	2	Ghana.461	2013
Ghana.214_t1	Ghana	West Africa	2	Ghana.214	2011
Ghana.383_t1	Ghana	West Africa	2	Ghana.383	2013
Ghana.048_t1	Ghana	West Africa	2	Ghana.048	2009
Bangladesh.10_t1	Bangladesh	South East Asia	2	Bangladesh.10	2012
Ghana.339_t1	Ghana	West Africa	3	Ghana.339	2012
Guinea.76_t1	Guinea	West Africa	3	Guinea.76	2011
Ghana.022_t1	Ghana	West Africa	3	Ghana.022	2009
Gambia.16_t8	Gambia	West Africa	3	Gambia.16	2008
Gambia.16_t8	Gambia	West Africa	3	Gambia.23	2008
Gambia.16_t8	Ghana	West Africa	3	Ghana.146	2010
Gambia.16_t8	Ghana	West Africa	3	Ghana.197	2011
Gambia.16_t8	Senegal	West Africa	3	Senegal.007	2002
Gambia.16_t8	Senegal	West Africa	3	Senegal.035	2011
Gambia.16_t8	Senegal	West Africa	3	Senegal.050	2010
Gambia.16_t8	Senegal	West Africa	3	Senegal.089	2008
Cambodia.307_t3	Cambodia	South East Asia	3	Cambodia.307	2011
Cambodia.307_t3	Laos	South East Asia	3	Laos.27	2011
Cambodia.307_t3	Viet_Nam	South East Asia	3	Viet_Nam.021	2011
Bangladesh.52_t1	Bangladesh	South East Asia	3	Bangladesh.52	2012
Malawi.039_t2	Malawi	East Africa	3	Malawi.039	2011
Malawi.039_t2	Malawi	East Africa	3	Malawi.099	2011
Malawi.080_t1	Malawi	East Africa	3	Malawi.080	2011
Malawi.105_t1	Malawi	East Africa	3	Malawi.105	2011
Ghana.277_t1	Ghana	West Africa	2	Ghana.277	2009
Malawi.164_t1	Malawi	East Africa	2	Malawi.164	2011
Ghana.466_t1	Ghana	West Africa	3	Ghana.466	2013
Ghana.358_t1	Ghana	West Africa	3	Ghana.358	2012
Ghana.284_t1	Ghana	West Africa	3	Ghana.284	2011
Ghana.455_t2	Ghana	West Africa	3	Ghana.455	2013
Ghana.455_t2	Mali	West Africa	3	Mali.57	2007
Guinea.46_t1	Guinea	West Africa	3	Guinea.46	2011
Malawi.163_t1	Malawi	East Africa	3	Malawi.163	2011
Ghana.233_t1	Ghana	West Africa	3	Ghana.233	2011
Ghana.470_t2	Ghana	West Africa	3	Ghana.470	2013
Ghana.470_t2	Senegal	West Africa	3	Senegal.084	2009
Mali.20_t1	Mali	West Africa	3	Mali.20	2010
Gambia.50_t1	Gambia	West Africa	3	Gambia.50	2008
Ghana.015_t2	Ghana	West Africa	2	Ghana.015	2009
Ghana.015_t2	Ghana	West Africa	2	Ghana.025	2009
Ghana.279_t1	Ghana	West Africa	2	Ghana.279	2009
DRC.090_t1	DRC	Central Africa	2	DRC.090	2013
Ghana.169_t1	Ghana	West Africa	3	Ghana.169	2010
Ghana.443_t1	Ghana	West Africa	2	Ghana.443	2013
Ghana.498_t1	Ghana	West Africa	3	Ghana.498	2012
Ghana.254_t5	Ghana	West Africa	2	Ghana.254	2011
Ghana.254_t5	Ghana	West Africa	2	Ghana.320	2012
Ghana.254_t5	Ghana	West Africa	2	Ghana.488	2011
Ghana.254_t5	Malawi	East Africa	2	Malawi.057	2011
Ghana.254_t5	Malawi	East Africa	2	Malawi.158	2011
Senegal.074_t1	Senegal	West Africa	2	Senegal.074	2011
Ghana.469_t1	Ghana	West Africa	2	Ghana.469	2013
Ghana.423_t1	Ghana	West Africa	2	Ghana.423	2013
Ghana.193_t1	Ghana	West Africa	2	Ghana.193	2011
Ghana.266_t1	Ghana	West Africa	2	Ghana.266	2011
DRC.043_t1	DRC	Central Africa	3	DRC.043	2013
Ghana.005_t1	Ghana	West Africa	2	Ghana.005	2009
Guinea.69_t1	Guinea	West Africa	2	Guinea.69	2011
Senegal.059_t1	Senegal	West Africa	2	Senegal.059	2008
Ghana.065_t1	Ghana	West Africa	2	Ghana.065	2009
Mali.50_t3	Mali	West Africa	2	Mali.50	2007
Mali.50_t3	Senegal	West Africa	2	Senegal.030	2010
Mali.50_t3	Senegal	West Africa	2	Senegal.037	2010
Ghana.036_t1	Ghana	West Africa	2	Ghana.036	2009
Ghana.218_t2	Ghana	West Africa	2	Ghana.218	2011
Ghana.218_t2	Guinea	West Africa	2	Guinea.90	2011
Ghana.051_t4	Ghana	West Africa	2	Ghana.051	2009
Ghana.051_t4	Ghana	West Africa	2	Ghana.174	2010
Ghana.051_t4	Ghana	West Africa	2	Ghana.183	2010
Ghana.051_t4	Ghana	West Africa	2	Ghana.303	2012
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.04	2009
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.18	2012
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.21	2012
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.23	2009
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.30	2010
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.34	2012
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.35	2012
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.38	2012
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.43	2012
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.45	2012
French_Guiana.04_t12	French_Guiana	South America	2	French_Guiana.52	2013
French_Guiana.04_t12	EF614229	Lab	2	EF614229	"NA"
Malawi.012_t1	Malawi	East Africa	2	Malawi.012	2011
Malawi.035_t2	Malawi	East Africa	2	Malawi.035	2011
Malawi.035_t2	Myanmar	South East Asia	2	Myanmar.60	2012
Bangladesh.51_t1	Bangladesh	South East Asia	2	Bangladesh.51	2012
Malawi.074_t1	Malawi	East Africa	2	Malawi.074	2011
DRC.030_t1	DRC	Central Africa	3	DRC.030	2013
Ghana.116_t1	Ghana	West Africa	3	Ghana.116	2010
Ghana.030_t1	Ghana	West Africa	2	Ghana.030	2009
Ghana.066_t8	Ghana	West Africa	2	Ghana.066	2009
Ghana.066_t8	Ghana	West Africa	2	Ghana.138	2010
Ghana.066_t8	Ghana	West Africa	2	Ghana.281	2009
Ghana.066_t8	Malawi	East Africa	2	Malawi.029	2011
Ghana.066_t8	Malawi	East Africa	2	Malawi.193	2011
Ghana.066_t8	Malawi	East Africa	2	Malawi.212	2011
Ghana.066_t8	Uganda	East Africa	2	Uganda.7	2007
Ghana.066_t8	Tanzania_2000708	Lab	2	Tanzania_2000708	"NA"
Guinea.12_t2	Guinea	West Africa	2	Guinea.12	2011
Guinea.12_t2	Malawi	East Africa	2	Malawi.050	2011
Guinea.01_t1	Guinea	West Africa	2	Guinea.01	2011
Ghana.404_t2	Ghana	West Africa	2	Ghana.404	2013
Ghana.404_t2	Malawi	East Africa	2	Malawi.147	2011
Ghana.156_t4	Ghana	West Africa	2	Ghana.156	2010
Ghana.156_t4	Guinea	West Africa	2	Guinea.45	2011
Ghana.156_t4	Senegal	West Africa	2	Senegal.024	2009
Ghana.156_t4	Senegal	West Africa	2	Senegal.100	2008
Guinea.29_t1	Guinea	West Africa	2	Guinea.29	2011
DRC.050_t1	DRC	Central Africa	2	DRC.050	2013
Ghana.398_t1	Ghana	West Africa	2	Ghana.398	2013
Gambia.01_t2	Gambia	West Africa	2	Gambia.01	2008
Gambia.01_t2	Gambia	West Africa	2	Gambia.11	2008
Ghana.068_t1	Ghana	West Africa	2	Ghana.068	2009
Guinea.06_t2	Guinea	West Africa	2	Guinea.06	2011
Guinea.06_t2	Guinea	West Africa	2	Guinea.63	2011
Ghana.046_t1	Ghana	West Africa	2	Ghana.046	2009
DRC.064_t1	DRC	Central Africa	3	DRC.064	2013
Santa_Lucia_Salvador_I_t1	Santa_Lucia_Salvador_I	Lab	2	Santa_Lucia_Salvador_I	"NA"
DRC.024_t8	DRC	Central Africa	3	DRC.024	2013
DRC.024_t8	Ghana	West Africa	3	Ghana.223	2011
DRC.024_t8	Guinea	West Africa	3	Guinea.24	2011
DRC.024_t8	Guinea	West Africa	3	Guinea.38	2011
DRC.024_t8	Senegal	West Africa	3	Senegal.069	2008
DRC.024_t8	Senegal	West Africa	3	Senegal.092	2010
DRC.024_t8	Senegal	West Africa	3	Senegal.095	2009
DRC.024_t8	Guinea	West Africa	3	Guinea.59	2011
DRC.065_t2	DRC	Central Africa	3	DRC.065	2013
DRC.065_t2	DRC	Central Africa	3	DRC.109	2013
Viet_Nam.002_t1	Viet_Nam	South East Asia	2	Viet_Nam.002	2011
Ghana.232_t1	Ghana	West Africa	2	Ghana.232	2011
DRC.021_t1	DRC	Central Africa	2	DRC.021	2013
Bangladesh.29_t38	Bangladesh	South East Asia	2	Bangladesh.29	2012
Bangladesh.29_t38	Bangladesh	South East Asia	2	Bangladesh.43	2012
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.089	2010
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.090	2010
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.091	2010
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.116	2010
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.136	2010
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.173	2010
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.180	2010
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.188	2010
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.385	2011
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.387	2011
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.388	2011
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.393	2011
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.411	2011
Bangladesh.29_t38	Cambodia	South East Asia	2	Cambodia.433	2011
Bangladesh.29_t38	Laos	South East Asia	2	Laos.34	2011
Bangladesh.29_t38	Laos	South East Asia	2	Laos.51	2011
Bangladesh.29_t38	Myanmar	South East Asia	2	Myanmar.28	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.008	2011
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.020	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.058	2011
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.062	2011
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.063	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.074	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.093	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.097	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.129	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.168	2014
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.171	2014
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.197	2008
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.221	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.222	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.232	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.238	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.250	2012
Bangladesh.29_t38	Thailand	South East Asia	2	Thailand.260	2014
Bangladesh.29_t38	Viet_Nam	South East Asia	2	Viet_Nam.100	2011
Thailand.045_t7	Thailand	South East Asia	2	Thailand.045	2011
Thailand.045_t7	Thailand	South East Asia	2	Thailand.046	2011
Thailand.045_t7	Thailand	South East Asia	2	Thailand.048	2011
Thailand.045_t7	Thailand	South East Asia	2	Thailand.051	2011
Thailand.045_t7	Thailand	South East Asia	2	Thailand.054	2011
Thailand.045_t7	Thailand	South East Asia	2	Thailand.140	2012
Thailand.045_t7	Thailand	South East Asia	2	Thailand.145	2012
Malawi.192_t2	Malawi	East Africa	2	Malawi.192	2011
Malawi.192_t2	Malawi	East Africa	2	Malawi.213	2011
Malawi.161_t1	Malawi	East Africa	2	Malawi.161	2011
Ghana.396_t2	Ghana	West Africa	2	Ghana.396	2013
Ghana.396_t2	Guinea	West Africa	2	Guinea.57	2011
Ghana.164_t1	Ghana	West Africa	2	Ghana.164	2010
Ghana.260_t6	Ghana	West Africa	2	Ghana.260	2011
Ghana.260_t6	Guinea	West Africa	2	Guinea.70	2011
Ghana.260_t6	Guinea	West Africa	2	Guinea.73	2011
Ghana.260_t6	Malawi	East Africa	2	Malawi.260	2011
Ghana.260_t6	Mali	West Africa	2	Mali.14	2010
Ghana.260_t6	Senegal	West Africa	2	Senegal.096	2009
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.02	"NA"
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.16	2011
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.17	2011
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.19	2012
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.24	2009
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.26	2009
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.32	2010
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.37	2012
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.46	2012
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.51	2013
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.54	2013
French_Guiana.02_t16	French_Guiana	South America	2	French_Guiana.55	2013
French_Guiana.02_t16	Ghana	West Africa	2	Ghana.075	2010
French_Guiana.02_t16	7G8	Lab	2	7G8	"NA"
French_Guiana.02_t16	FCH-4	Lab	2	FCH-4	"NA"
French_Guiana.02_t16	EF614233	Lab	2	EF614233	"NA"
India.1_t4	India	India	2	India.1	2012
India.1_t4	India	India	2	India.3	2012
India.1_t4	India	India	2	India.4	2012
India.1_t4	India	India	2	India.6	2015
Malawi.111_t2	Malawi	East Africa	2	Malawi.111	2011
Malawi.111_t2	Malawi	East Africa	2	Malawi.114	2011
Malawi.140_t1	Malawi	East Africa	2	Malawi.140	2011
Ghana.326_t1	Ghana	West Africa	2	Ghana.326	2013
Ghana.023_t2	Ghana	West Africa	2	Ghana.023	2009
Ghana.023_t2	Ghana	West Africa	2	Ghana.302	2012
Ghana.405_t1	Ghana	West Africa	2	Ghana.405	2013
Mali.29_t1	Mali	West Africa	2	Mali.29	2007
Bangladesh.42_t24	Bangladesh	South East Asia	2	Bangladesh.42	2012
Bangladesh.42_t24	DRC	Central Africa	2	DRC.022	2013
Bangladesh.42_t24	Gambia	West Africa	2	Gambia.45	2008
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.072	2010
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.085	2009
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.101	2010
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.154	2010
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.244	2011
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.264	2011
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.280	2009
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.289	2012
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.290	2012
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.382	2013
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.424	2013
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.452	2013
Bangladesh.42_t24	Ghana	West Africa	2	Ghana.453	2013
Bangladesh.42_t24	Guinea	West Africa	2	Guinea.58	2011
Bangladesh.42_t24	Malawi	East Africa	2	Malawi.058	2011
Bangladesh.42_t24	Malawi	East Africa	2	Malawi.128	2011
Bangladesh.42_t24	Malawi	East Africa	2	Malawi.195	2011
Bangladesh.42_t24	Malawi	East Africa	2	Malawi.216	2011
Bangladesh.42_t24	Nigeria	West Africa	2	Nigeria.2	2012
Bangladesh.42_t24	Senegal	West Africa	2	Senegal.041	2011
Bangladesh.42_t24	Senegal	West Africa	2	Senegal.003	2004
Ghana.313_t1	Ghana	West Africa	2	Ghana.313	2012
Guinea.42_t3	Guinea	West Africa	2	Guinea.42	2011
Guinea.42_t3	Malawi	East Africa	2	Malawi.190	2011
Guinea.42_t3	Mali	West Africa	2	Mali.17	2010
Bangladesh.54_t2	Bangladesh	South East Asia	2	Bangladesh.54	2012
Bangladesh.54_t2	Myanmar	South East Asia	2	Myanmar.31	2012
Laos.84_t2	Laos	South East Asia	2	Laos.84	2012
Laos.84_t2	Viet_Nam	South East Asia	2	Viet_Nam.066	2011
Ghana.440_t1	Ghana	West Africa	2	Ghana.440	2013
Malawi.203_t1	Malawi	East Africa	2	Malawi.203	2011
Bangladesh.18_t38	Bangladesh	South East Asia	1	Bangladesh.18	2012
Bangladesh.18_t38	Bangladesh	South East Asia	1	Bangladesh.34	2012
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.044	2013
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.065	2013
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.134	2010
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.150	2010
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.158	2010
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.172	2010
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.213	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.228	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.233	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.246	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.262	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.280	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.285	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.299	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.335	2011
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.446	2012
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.478	2012
Bangladesh.18_t38	Cambodia	South East Asia	1	Cambodia.482	2012
Bangladesh.18_t38	Guinea	West Africa	1	Guinea.41	2011
Bangladesh.18_t38	Laos	South East Asia	1	Laos.04	2011
Bangladesh.18_t38	Laos	South East Asia	1	Laos.08	2011
Bangladesh.18_t38	Laos	South East Asia	1	Laos.13	2011
Bangladesh.18_t38	Laos	South East Asia	1	Laos.32	2011
Bangladesh.18_t38	Laos	South East Asia	1	Laos.52	2011
Bangladesh.18_t38	Laos	South East Asia	1	Laos.81	2012
Bangladesh.18_t38	Laos	South East Asia	1	Laos.82	2012
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.015	2011
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.044	2011
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.047	2011
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.049	2011
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.052	2011
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.053	2011
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.144	2012
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.215	2011
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.218	2012
Bangladesh.18_t38	Thailand	South East Asia	1	Thailand.224	2012
Gambia.44_t14	Gambia	West Africa	1	Gambia.44	2008
Gambia.44_t14	Ghana	West Africa	1	Ghana.018	2009
Gambia.44_t14	Ghana	West Africa	1	Ghana.123	2010
Gambia.44_t14	Ghana	West Africa	1	Ghana.278	2009
Gambia.44_t14	Ghana	West Africa	1	Ghana.416	2013
Gambia.44_t14	Ghana	West Africa	1	Ghana.444	2013
Gambia.44_t14	Guinea	West Africa	1	Guinea.16	2011
Gambia.44_t14	Guinea	West Africa	1	Guinea.83	2011
Gambia.44_t14	Malawi	East Africa	1	Malawi.052	2011
Gambia.44_t14	Malawi	East Africa	1	Malawi.053	2011
Gambia.44_t14	Malawi	East Africa	1	Malawi.125	2011
Gambia.44_t14	Mali	West Africa	1	Mali.25	2007
Gambia.44_t14	Mali	West Africa	1	Mali.52	2007
Gambia.44_t14	Senegal	West Africa	1	Senegal.081	2011
Malawi.083_t1	Malawi	East Africa	2	Malawi.083	2011
Cambodia.289_t3	Cambodia	South East Asia	2	Cambodia.289	2011
Cambodia.289_t3	Cambodia	South East Asia	2	Cambodia.298	2011
Cambodia.289_t3	Cambodia	South East Asia	2	Cambodia.490	2012
Cambodia.154_t1	Cambodia	South East Asia	2	Cambodia.154	2010
Laos.74_t6	Laos	South East Asia	2	Laos.74	2012
Laos.74_t6	Viet_Nam	South East Asia	2	Viet_Nam.001	2011
Laos.74_t6	Viet_Nam	South East Asia	2	Viet_Nam.038	2011
Laos.74_t6	Viet_Nam	South East Asia	2	Viet_Nam.064	2011
Laos.74_t6	Viet_Nam	South East Asia	2	Viet_Nam.081	2012
Laos.74_t6	Viet_Nam	South East Asia	2	Viet_Nam.083	2012
Bangladesh.35_t1	Bangladesh	South East Asia	2	Bangladesh.35	2012
Bangladesh.03_t2	Bangladesh	South East Asia	2	Bangladesh.03	2012
Bangladesh.03_t2	Bangladesh	South East Asia	2	Bangladesh.25	2012
Malawi.156_t1	Malawi	East Africa	2	Malawi.156	2011
Ghana.490_t1	Ghana	West Africa	2	Ghana.490	2011
Ghana.411_t7	Ghana	West Africa	2	Ghana.411	2013
Ghana.411_t7	Guinea	West Africa	2	Guinea.93	2011
Ghana.411_t7	Malawi	East Africa	2	Malawi.016	2011
Ghana.411_t7	Malawi	East Africa	2	Malawi.103	2011
Ghana.411_t7	Malawi	East Africa	2	Malawi.116	2011
Ghana.411_t7	Malawi	East Africa	2	Malawi.252	2011
Ghana.411_t7	Mali	West Africa	2	Mali.31	2007
Viet_Nam.067_t1	Viet_Nam	South East Asia	2	Viet_Nam.067	2011
Thailand.194_t1	Thailand	South East Asia	2	Thailand.194	2014
EF614227_t1	EF614227	Lab	2	EF614227	"NA"
Myanmar.06_t2	Myanmar	South East Asia	2	Myanmar.06	2011
Myanmar.06_t2	Myanmar	South East Asia	2	Myanmar.59	2012
Bangladesh.28_t18	Bangladesh	South East Asia	2	Bangladesh.28	2012
Bangladesh.28_t18	Cambodia	South East Asia	2	Cambodia.084	2010
Bangladesh.28_t18	Cambodia	South East Asia	2	Cambodia.097	2010
Bangladesh.28_t18	Laos	South East Asia	2	Laos.31	2011
Bangladesh.28_t18	Laos	South East Asia	2	Laos.37	2011
Bangladesh.28_t18	Laos	South East Asia	2	Laos.39	2011
Bangladesh.28_t18	Laos	South East Asia	2	Laos.42	2011
Bangladesh.28_t18	Laos	South East Asia	2	Laos.43	2011
Bangladesh.28_t18	Laos	South East Asia	2	Laos.69	2012
Bangladesh.28_t18	Laos	South East Asia	2	Laos.72	2012
Bangladesh.28_t18	Myanmar	South East Asia	2	Myanmar.30	2012
Bangladesh.28_t18	Myanmar	South East Asia	2	Myanmar.50	2012
Bangladesh.28_t18	Thailand	South East Asia	2	Thailand.213	2011
Bangladesh.28_t18	Viet_Nam	South East Asia	2	Viet_Nam.023	2011
Bangladesh.28_t18	Viet_Nam	South East Asia	2	Viet_Nam.025	2011
Bangladesh.28_t18	Bangladesh	South East Asia	2	Bangladesh.16	2012
Bangladesh.28_t18	Myanmar	South East Asia	2	Myanmar.27	2012
Bangladesh.28_t18	Thailand	South East Asia	2	Thailand.106	2012
Malawi.045_t2	Malawi	East Africa	2	Malawi.045	2011
Malawi.045_t2	Malawi	East Africa	2	Malawi.221	2011
Malawi.046_t1	Malawi	East Africa	2	Malawi.046	2011
Ghana.316_t1	Ghana	West Africa	2	Ghana.316	2012
Ghana.263_t1	Ghana	West Africa	2	Ghana.263	2009
Senegal.038_t1	Senegal	West Africa	2	Senegal.038	2009
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.056	2013
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.107	2010
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.125	2010
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.126	2010
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.178	2010
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.192	2010
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.200	2011
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.239	2011
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.243	2011
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.314	2011
Cambodia.056_t30	Cambodia	South East Asia	3	Cambodia.343	2011
Cambodia.056_t30	Laos	South East Asia	3	Laos.79	2012
